Date,FUND_TOTAL_ASSETS,FUND_NET_ASSET_VAL,TURNOVER,FUND_FLOW,TOT_RETURN_INDEX_GROSS_DVDS,FundTicker,SectorSheet
2016-08-31,,,,,2490.6,SPITCPA,Technology
2016-09-30,,,,,2576.9,SPITCPA,Technology
2016-10-31,,,,,2719.7,SPITCPA,Technology
2016-11-30,,,,,2632,SPITCPA,Technology
2016-12-31,,,,,2676.2,SPITCPA,Technology
2017-01-31,,,,,2792.4,SPITCPA,Technology
2017-02-28,,,,,2924,SPITCPA,Technology
2017-03-31,,,,,3001.8,SPITCPA,Technology
2017-04-30,,,,,2990.5,SPITCPA,Technology
2017-05-31,,,,,3191.6,SPITCPA,Technology
2017-06-30,,,,,3102.2,SPITCPA,Technology
2017-07-31,,,,,3217.6,SPITCPA,Technology
2017-08-31,,,,,3327,SPITCPA,Technology
2017-09-30,,,,,3252.7,SPITCPA,Technology
2017-10-31,,,,,3501.7,SPITCPA,Technology
2017-11-30,,,,,3484.5,SPITCPA,Technology
2017-12-31,,,,,3503,SPITCPA,Technology
2018-01-31,,,,,3551.6,SPITCPA,Technology
2018-02-28,,,,,3653,SPITCPA,Technology
2018-03-31,,,,,3407.5,SPITCPA,Technology
2018-04-30,,,,,3569.6,SPITCPA,Technology
2018-05-31,,,,,3845.2,SPITCPA,Technology
2018-06-30,,,,,3854.1,SPITCPA,Technology
2018-07-31,,,,,3873.7,SPITCPA,Technology
2018-08-31,,,,,4129.7,SPITCPA,Technology
2018-09-30,,,,,4108.5,SPITCPA,Technology
2018-10-31,,,,,3666,SPITCPA,Technology
2018-11-30,,,,,3704.9,SPITCPA,Technology
2018-12-31,,,,,3452.5,SPITCPA,Technology
2019-01-31,,,,,3661.3,SPITCPA,Technology
2019-02-28,,,,,3818,SPITCPA,Technology
2019-03-31,,,,,3970.4,SPITCPA,Technology
2019-04-30,,,,,4284.9,SPITCPA,Technology
2019-05-31,,,,,4077.2,SPITCPA,Technology
2019-06-30,,,,,4279.6,SPITCPA,Technology
2019-07-31,,,,,4641,SPITCPA,Technology
